0 0
0.2 0
0.4 0
0.6 32
0.8 99
1 100
1.2 100
1.4 100
1.6 32
1.8 0
2 0
2.2 0
2.4 0
2.6 15
2.8 19
3 20
3.2 21
3.4 22
3.6 23
3.8 24
4 25
4.2 26
4.4 27
4.6 28
4.8 29
5 30
5.2 31
5.4 32
5.6 33
5.8 34
6 35
6.2 36
6.4 37
6.6 38
6.8 39
7 40
7.2 41
7.4 42
7.6 43
7.8 44
8 44
8.2 45
8.4 46
8.6 47
8.8 48
9 49
9.2 50
9.4 51
9.6 52
9.8 52
10 53
10.2 54
10.4 55
10.6 56
10.8 57
11 58
11.2 58
11.4 59
11.6 60
11.8 61
12 62
12.2 63
12.4 63
12.6 64
12.8 65
13 66
13.2 67
13.4 68
13.6 68
13.8 69
14 70
14.2 71
14.4 72
14.6 72
14.8 73
15 74
15.2 77
15.4 77
15.6 84
15.8 100
16 72
16.2 44
16.4 11
16.6 25
16.8 0
17 0
17.2 0
17.4 0
17.6 0
17.8 0
18 0
18.2 0
18.4 0
18.6 0
18.8 0
19 0
19.2 0
19.4 0
19.6 0
19.8 0
20 0
20.2 15
20.4 0
20.6 18
20.8 7
21 0
21.2 0
21.4 32
21.6 52
21.8 0
22 22
22.2 0
22.4 22
22.6 59
22.8 37
23 67
23.2 84
23.4 93
23.6 99
23.8 93
24 0
24.2 0
24.4 52
24.6 0
24.8 54
25 43
25.2 84
25.4 99
25.6 96
25.8 55
26 25
26.2 12
26.4 0
26.6 0
26.8 6
27 0
27.2 0
27.4 0
27.6 0
27.8 0
28 0
28.2 0
28.4 0
28.6 1
28.8 33
29 41
29.2 0
29.4 0
29.6 0
29.8 0
30 0
30.2 21
30.4 57
30.6 5
30.8 0
31 0
31.2 0
31.4 0
31.6 0
31.8 0
32 0
32.2 51
32.4 0
32.6 0
32.8 0
33 38
33.2 90
33.4 52
33.6 96
33.8 84
34 99
34.2 95
34.4 56
34.6 28
34.8 0
35 0
35.2 0
35.4 0
35.6 13
35.8 21
36 17
36.2 0
36.4 0
36.6 0
36.8 0
37 0
37.2 0
37.4 0
37.6 0
37.8 0
38 0
38.2 0
38.4 44
38.6 67
38.8 79
39 87
39.2 60
39.4 0
39.6 0
39.8 6
40 65
40.2 87
40.4 99
40.6 7
40.8 63
41 92
41.2 99
41.4 33
41.6 0
41.8 0
42 0
42.2 0
42.4 0
42.6 0
42.8 0
43 7
43.2 0
43.4 0
43.6 0
43.8 0
44 0
44.2 24
44.4 40
44.6 50
44.8 0
45 11
45.2 19
45.4 0
45.6 0
45.8 0
46 0
46.2 0
46.4 0
46.6 0
46.8 0
47 18
47.2 41
47.4 62
47.6 0
47.8 0
48 55
48.2 87
48.4 100
48.6 99
48.8 56
49 0
49.2 0
49.4 0
49.6 0
49.8 0
50 0
50.2 0
50.4 2
50.6 19
50.8 0
51 0
51.2 0
51.4 25
51.6 38
51.8 46
52 50
52.2 54
52.4 57
52.6 59
52.8 62
53 66
53.2 68
53.4 71
53.6 74
53.8 6
54 0
54.2 0
54.4 0
54.6 0
54.8 0
55 27
55.2 0
55.4 40
55.6 51
55.8 81
56 94
56.2 93
56.4 0
56.6 0
56.8 0
57 0
57.2 0
57.4 11
57.6 0
57.8 0
58 0
58.2 0
58.4 0
58.6 0
58.8 0
59 0
59.2 0
59.4 0
59.6 0
59.8 0
60 0
